user_id,joke_id,rating
2,66,4.0
2,33,4.0
2,37,3.0
2,91,3.0
2,48,3.5
2,93,4.0
2,38,4.5
2,61,4.5
2,111,4.0
2,118,4.5
2,96,4.0
2,123,0.5
2,146,1.0
2,147,3.5
2,92,3.5
2,88,4.0
2,125,3.5
2,105,4.5
2,144,4.0
2,120,4.5
2,112,4.5
2,110,4.5
2,121,4.0
2,133,4.5
2,134,3.5
2,114,3.5
2,71,3.5
2,94,4.0
2,135,5.0
2,104,1.0
2,40,4.0
2,113,4.0
2,103,2.5
2,136,4.0
2,44,3.0
2,108,4.5
2,74,1.5
2,137,4.0
2,138,0.0
2,95,4.5
2,87,3.5
2,76,0.5
2,109,4.5
2,139,1.0
2,140,4.5
2,78,4.0
2,75,4.0
2,47,4.5
2,77,4.5
2,107,4.5
2,141,0.0
2,142,4.0
2,117,4.5
2,28,4.5
2,45,4.0
2,115,0.0
2,150,4.0
2,57,3.5
2,90,4.5
2,63,0.5
2,39,4.0
2,55,4.0
2,101,4.0
2,124,0.5
2,122,0.0
2,79,4.5
2,59,2.0
2,84,4.5
2,131,4.5
2,85,4.0
2,99,4.5
2,70,4.0
2,82,4.0
2,25,4.0
2,60,4.0
2,64,4.0
2,86,4.0
2,143,2.0
2,149,4.5
2,102,3.0
2,58,0.0
3,5,0.5
3,7,3.0
3,8,4.0
3,13,2.0
3,15,3.0
3,16,2.5
3,18,1.5
3,20,4.0
3,59,3.0
3,60,2.0
3,63,3.5
3,64,4.0
3,27,4.0
3,36,2.0
3,77,4.5
3,79,4.0
3,35,5.0
3,69,4.5
3,89,4.5
3,86,4.5
3,90,3.0
3,31,4.5
3,66,4.0
3,62,3.5
3,61,4.0
3,101,2.0
3,110,3.5
3,48,3.5
3,68,4.0
3,40,3.5
3,88,3.5
3,111,5.0
3,112,3.5
3,76,3.0
3,87,3.5
3,93,3.5
3,113,3.5
3,114,3.5
3,78,3.0
3,39,3.5
3,45,3.5
3,85,3.5
3,91,3.5
3,38,3.0
3,28,3.5
3,73,3.5
3,130,3.5
3,47,4.0
3,80,3.5
3,25,4.0
3,33,4.0
3,37,3.5
3,96,4.0
3,23,3.0
3,94,4.0
3,51,3.5
3,55,1.5
3,95,3.0
3,84,3.0
3,92,3.0
3,82,3.5
3,70,3.5
3,71,3.5
3,74,3.0
3,99,3.5
3,30,3.5
3,75,3.5
3,102,3.5
3,103,1.5
3,108,3.0
3,115,3.5
3,104,3.5
3,105,3.0
3,107,3.5
3,109,4.0
3,43,2.0
3,24,1.5
3,125,3.5
3,128,3.5
3,44,3.0
3,57,2.0
3,58,2.0
3,123,3.0
3,122,4.0
3,117,3.5
3,120,3.0
3,124,2.0
3,121,3.0
3,118,3.5
3,131,2.5
3,133,3.0
3,134,3.0
3,135,3.0
3,138,3.0
3,139,3.0
3,136,3.0
3,137,3.5
3,140,2.0
3,141,2.0
3,142,3.0
3,143,3.5
3,144,4.0
3,146,3.0
3,147,3.5
3,149,3.5
3,150,3.5
4,5,0.5
4,7,1.5
4,8,4.0
4,13,1.5
4,15,1.0
4,16,0.0
4,18,0.5
4,20,3.0
4,112,1.0
4,113,0.5
4,114,4.0
4,115,3.5
4,27,4.5
4,36,4.5
4,117,4.0
4,118,4.0
4,35,4.5
4,89,4.5
4,31,1.0
4,120,3.5
4,76,4.0
4,121,4.5
4,122,0.5
4,101,0.0
4,69,4.5
4,123,0.5
4,124,0.5
4,93,3.5
4,87,5.0
4,62,4.5
4,125,4.5
4,61,2.0
4,66,4.5
4,68,1.0
4,128,3.5
4,91,3.0
4,39,2.0
4,40,0.5
4,130,2.5
4,102,2.5
4,104,2.5
4,105,1.0
4,107,3.5
4,23,1.5
4,109,3.5
4,88,0.5
4,78,3.0
4,25,4.5
4,24,0.5
4,30,0.5
4,48,3.5
4,80,4.0
4,73,4.0
4,85,4.0
4,95,5.0
4,33,0.5
4,37,0.5
4,92,2.5
4,45,2.5
4,47,0.5
4,38,5.0
4,43,1.0
4,96,1.0
4,77,3.5
4,28,3.5
4,70,3.0
4,94,1.5
4,51,3.5
4,60,0.5
4,64,4.0
4,75,4.5
4,55,1.5
4,84,1.0
4,82,2.5
4,99,4.0
4,71,2.0
4,63,1.0
4,79,2.0
4,86,1.5
4,90,1.0
4,74,1.0
4,110,1.0
4,111,1.5
4,59,1.5
4,44,0.5
4,57,0.5
4,58,1.0
4,103,1.0
4,108,3.5
4,131,1.0
4,133,1.0
4,134,4.0
4,135,1.5
4,136,1.0
4,137,1.5
4,138,4.5
4,139,4.0
4,140,1.0
4,141,1.0
4,142,1.0
4,143,1.0
4,144,1.0
4,146,1.0
4,147,1.0
4,149,5.0
4,150,4.5
5,5,0.0
5,7,0.5
5,8,1.0
5,13,3.0
5,15,2.5
5,16,3.5
5,18,3.0
5,20,3.5
5,117,4.5
5,118,3.5
5,120,4.0
5,121,3.0
5,62,2.0
5,89,1.0
5,27,1.5
5,122,4.0
5,123,2.0
5,76,3.5
5,35,1.5
5,36,1.5
5,68,4.5
5,124,0.0
5,125,1.5
5,66,4.0
5,71,2.5
5,63,2.5
5,93,4.0
5,77,4.0
5,142,1.5
5,143,1.5
5,55,1.5
5,44,1.5
5,95,1.5
5,86,1.5
5,82,1.5
5,79,1.5
5,144,3.5
5,85,1.5
5,84,3.5
5,110,1.0
5,25,1.5
5,136,1.5
5,141,1.0
5,48,1.5
5,28,1.5
5,94,1.5
5,115,1.0
5,138,1.0
5,140,1.0
5,111,2.5
5,147,1.5
5,149,1.5
5,90,1.5
5,45,1.5
5,133,2.0
5,135,3.5
5,114,3.0
5,39,3.5
5,96,3.5
5,91,1.5
5,69,3.5
5,139,2.0
5,64,2.0
5,30,2.5
5,99,3.5
5,101,2.0
5,131,2.5
5,134,3.0
5,102,3.0
5,103,2.5
5,104,3.5
5,105,3.5
5,146,2.5
5,150,2.5
5,107,3.0
5,108,3.0
5,109,2.0
5,57,2.5
5,58,2.5
5,137,2.0
5,59,2.0
5,60,3.0
5,87,2.0
5,24,2.5
5,33,1.5
5,37,2.0
5,74,1.5
5,23,1.5
5,88,1.5
5,130,2.5
5,38,2.0
5,92,1.5
5,40,1.5
5,78,2.0
5,113,2.0
5,112,1.5
5,75,1.5
5,70,2.5
5,47,2.5
5,128,2.5
6,5,1.0
6,7,2.5
6,8,2.5
6,13,3.0
6,15,1.5
6,16,2.5
6,18,2.5
6,20,4.0
6,30,2.5
6,33,4.0
6,37,1.0
6,39,3.0
6,109,2.0
6,89,2.5
6,62,3.0
6,57,3.5
6,58,3.5
6,36,3.0
6,104,3.0
6,35,3.0
6,63,3.0
6,64,3.0
6,66,2.0
6,27,2.5
6,107,3.0
6,68,3.5
6,71,2.0
6,73,2.0
6,93,3.0
6,69,2.5
6,88,3.5
6,84,2.0
6,85,1.0
6,76,2.5
6,47,2.5
6,23,2.5
6,128,2.5
6,24,4.5
6,131,3.0
6,130,2.5
6,125,2.5
6,114,3.0
6,133,4.0
6,134,3.5
6,111,3.5
6,28,1.5
6,108,3.5
6,135,5.0
6,136,3.5
6,70,3.0
6,74,1.0
6,75,2.0
6,137,2.5
6,138,2.5
6,105,3.0
6,123,0.5
6,121,4.0
6,139,3.0
6,140,0.0
6,117,1.5
6,113,0.0
6,118,2.5
6,86,5.0
6,144,3.5
6,112,3.0
6,48,0.0
6,87,3.0
6,115,2.0
6,146,0.5
6,147,3.0
6,92,1.5
6,78,2.0
6,94,5.0
6,55,1.0
6,38,3.0
6,149,3.0
6,101,2.0
6,91,2.0
6,45,2.5
6,79,4.5
6,141,0.5
6,142,3.0
6,82,3.0
6,25,3.0
6,95,3.0
6,60,3.0
6,77,3.0
6,143,2.0
6,150,3.0
6,120,4.0
6,103,3.0
6,102,2.5
6,110,2.0
6,124,2.0
6,59,2.0
6,40,2.0
6,122,3.5
6,99,2.5
6,90,2.5
6,44,2.5
6,96,2.5
7,5,3.5
7,7,3.5
7,8,3.0
7,13,4.0
7,15,1.0
7,16,1.0
7,18,3.5
7,20,1.5
7,33,4.0
7,37,3.5
7,39,3.5
7,40,2.0
7,36,4.0
7,27,4.0
7,43,3.5
7,44,3.5
7,35,4.0
7,89,4.0
7,62,4.0
7,45,3.5
7,51,3.0
7,66,4.0
7,31,3.5
7,55,3.5
7,69,4.0
7,61,3.5
7,68,3.5
7,57,3.5
7,58,2.5
7,48,3.0
7,101,3.5
7,59,4.0
7,60,3.5
7,76,4.0
7,88,2.0
7,93,4.0
7,64,4.0
7,38,4.5
7,28,4.0
7,87,4.0
7,78,4.0
7,70,3.5
7,71,4.0
7,91,4.0
7,85,3.5
7,47,4.0
7,77,4.0
7,79,3.0
7,84,3.5
7,94,3.0
7,25,3.5
7,96,3.0
7,82,3.5
7,86,3.0
7,80,2.0
7,92,3.5
7,95,4.0
7,23,4.0
7,90,3.0
7,99,3.5
7,73,3.5
7,63,3.5
7,30,3.5
7,75,3.5
7,102,3.0
7,109,3.0
7,115,4.0
7,111,4.5
7,138,4.5
7,134,4.5
7,135,4.5
7,139,2.0
7,105,4.0
7,117,1.0
7,131,4.5
7,114,1.5
7,107,4.5
7,133,4.5
7,108,1.5
7,150,4.5
7,144,0.5
7,104,4.5
7,125,0.5
7,121,4.5
7,147,1.0
7,142,0.5
7,130,0.5
7,112,4.5
7,110,4.5
7,128,0.5
7,140,0.5
7,118,4.5
7,137,4.5
7,74,4.5
7,143,4.5
7,122,0.5
7,113,4.5
7,103,4.5
7,120,4.5
7,136,0.0
7,146,0.5
7,149,4.5
7,124,0.5
7,123,0.5
7,141,0.5
7,24,4.5
8,5,0.0
8,7,0.5
8,8,0.0
8,13,1.5
8,15,0.0
8,16,0.0
8,18,0.5
8,20,4.0
8,75,1.5
8,79,0.0
8,86,3.0
8,92,1.5
8,99,2.0
8,89,4.5
8,102,1.5
8,103,3.0
8,104,3.5
8,108,5.0
8,110,4.0
8,105,4.0
8,107,4.5
8,109,1.0
8,87,5.0
8,111,1.5
8,112,4.0
8,93,3.5
8,76,3.5
8,27,3.0
8,113,5.0
8,114,4.0
8,36,4.5
8,35,4.5
8,91,3.0
8,121,3.5
8,122,3.0
8,31,3.5
8,66,4.5
8,125,4.5
8,69,4.0
8,80,4.0
8,128,4.0
8,62,4.0
8,68,4.0
8,61,1.5
8,130,3.5
8,96,3.5
8,88,3.0
8,78,3.5
8,23,4.0
8,101,2.0
8,47,2.0
8,33,2.0
8,37,1.0
8,73,2.5
8,28,4.0
8,39,4.0
8,95,4.5
8,43,1.0
8,44,2.0
8,48,2.5
8,94,2.5
8,77,3.0
8,38,4.0
8,70,2.5
8,55,3.5
8,58,3.0
8,25,3.5
8,40,5.0
8,84,4.5
8,45,4.0
8,82,3.5
8,59,2.5
8,60,1.5
8,85,3.5
8,90,4.0
8,63,4.0
8,51,1.5
8,64,1.5
8,30,2.0
8,71,4.5
8,24,0.5
8,74,4.0
8,115,3.0
8,57,2.0
8,118,4.0
8,120,4.0
8,117,4.5
8,124,3.0
8,123,4.5
8,131,3.5
8,133,3.0
8,134,4.0
8,135,2.0
8,136,3.0
8,137,3.5
8,138,3.0
8,139,3.5
8,140,3.5
8,141,3.5
8,142,3.0
8,143,4.0
8,144,4.0
8,146,1.5
8,147,4.0
8,149,2.0
8,150,4.0
9,5,1.0
9,7,0.5
9,8,0.5
9,13,1.0
9,15,3.0
9,16,2.0
9,18,2.5
9,20,2.0
9,114,3.0
9,117,4.0
9,118,3.5
9,89,4.0
9,62,4.0
9,93,4.0
9,68,4.0
9,121,5.0
9,122,4.5
9,76,4.0
9,66,4.5
9,27,5.0
9,96,4.5
9,123,2.0
9,124,1.5
9,88,5.0
9,92,3.5
9,91,4.0
9,94,4.0
9,86,4.0
9,99,5.0
9,87,4.0
9,69,4.5
9,35,5.0
9,36,5.0
9,80,4.0
9,108,5.0
9,110,3.0
9,48,4.5
9,47,5.0
9,78,5.0
9,28,4.5
9,111,5.0
9,112,5.0
9,70,4.5
9,38,5.0
9,95,4.5
9,61,5.0
9,63,3.0
9,73,2.5
9,31,3.0
9,82,3.0
9,125,3.5
9,77,3.5
9,55,1.0
9,102,3.5
9,128,4.0
9,103,4.0
9,104,5.0
9,105,4.5
9,107,5.0
9,130,5.0
9,109,3.5
9,45,4.5
9,23,2.0
9,24,0.5
9,90,3.0
9,25,3.0
9,30,2.0
9,84,4.0
9,79,3.5
9,39,3.5
9,33,1.5
9,37,1.0
9,40,3.0
9,43,1.0
9,59,2.0
9,44,2.0
9,101,1.0
9,71,3.5
9,75,3.0
9,85,2.0
9,60,1.5
9,51,1.0
9,57,3.0
9,74,1.0
9,64,1.0
9,58,1.0
9,120,3.0
9,113,3.5
9,115,4.0
9,134,4.0
9,137,3.5
9,142,3.5
9,133,4.5
9,143,3.5
9,149,3.5
9,135,3.0
9,147,3.5
9,136,3.5
9,140,1.5
9,131,3.0
9,144,3.0
9,150,3.0
9,138,3.5
9,146,3.0
9,139,3.5
9,141,0.5
10,5,3.0
10,7,3.0
10,8,4.0
10,13,3.5
10,15,3.5
10,16,2.5
10,18,4.0
10,20,3.0
10,73,3.0
10,74,1.0
10,75,1.5
10,77,1.5
10,79,1.5
10,109,4.0
10,103,4.0
10,108,3.5
10,82,3.5
10,84,1.5
10,102,2.5
10,89,3.0
10,36,3.5
10,85,1.0
10,86,3.5
10,27,3.5
10,35,3.5
10,107,1.5
10,62,4.0
10,90,1.5
10,92,1.0
10,68,3.5
10,66,3.5
10,69,3.5
10,30,1.5
10,33,3.0
10,61,3.0
10,31,4.0
10,37,2.0
10,39,3.0
10,48,3.0
10,93,2.5
10,91,2.0
10,76,3.0
10,40,1.5
10,88,1.5
10,105,4.0
10,43,1.0
10,44,3.5
10,28,2.0
10,78,2.5
10,87,3.5
10,45,1.5
10,51,1.5
10,38,3.5
10,96,3.5
10,47,4.0
10,101,1.5
10,95,2.5
10,94,2.5
10,110,2.0
10,111,1.5
10,80,3.0
10,25,3.0
10,55,2.5
10,63,3.0
10,70,2.5
10,112,3.0
10,113,3.0
10,60,1.5
10,99,2.5
10,23,2.5
10,59,2.5
10,114,3.5
10,115,3.0
10,64,1.5
10,71,2.0
10,24,2.0
10,57,1.5
10,117,3.0
10,58,3.0
10,104,3.5
10,121,4.0
10,125,3.5
10,120,4.0
10,138,2.0
10,139,1.5
10,118,3.5
10,128,3.5
10,130,4.0
10,131,3.0
10,140,1.0
10,141,1.0
10,133,4.0
10,134,4.0
10,135,3.5
10,136,4.0
10,142,4.0
10,143,3.5
10,137,3.5
10,144,4.0
10,146,3.0
10,147,3.0
10,149,3.5
10,150,3.5
10,123,1.0
10,122,3.0
10,124,3.5
11,7,1.0
11,8,1.5
11,13,3.0
11,15,1.5
11,16,1.0
11,18,1.5
11,133,2.5
11,134,3.0
11,135,2.0
11,136,1.5
11,137,3.0
11,125,3.0
11,75,3.0
11,91,2.5
11,114,2.0
11,138,1.5
11,139,1.5
11,115,0.0
11,28,1.0
11,87,1.5
11,140,1.0
11,141,1.0
11,63,1.0
11,124,1.0
11,142,1.5
11,143,2.0
11,122,1.0
11,77,1.0
11,108,3.0
11,69,3.0
11,144,3.0
11,113,2.0
11,102,2.5
11,89,3.5
11,146,1.5
11,147,4.0
11,103,1.5
11,111,2.5
11,149,2.5
11,99,1.5
11,120,2.0
11,60,1.5
11,150,1.5
11,131,2.5
11,121,2.5
11,110,2.0
11,79,2.5
11,101,2.0
11,48,2.0
11,96,3.0
11,94,2.0
11,92,2.0
11,36,2.0
11,57,2.0
11,64,2.5
11,40,2.0
11,62,2.5
11,117,3.5
11,35,2.0
11,39,2.0
11,123,1.5
11,24,1.5
11,76,2.0
11,105,2.0
11,104,1.5
11,30,1.5
11,33,1.0
11,82,1.0
11,68,2.5
11,90,1.5
11,118,2.0
11,95,1.5
11,37,1.5
11,58,1.5
11,86,1.5
11,93,1.5
11,47,1.5
11,85,1.5
11,66,1.5
11,74,1.5
11,44,1.5
11,55,3.0
11,59,2.5
11,112,2.5
11,38,2.5
11,128,1.5
11,84,2.0
11,71,1.5
11,109,2.5
11,78,2.0
11,130,4.0
11,107,2.5
11,88,2.0
11,25,1.5
11,23,1.5
11,70,1.5
11,45,2.5
12,7,0.5
12,8,4.0
12,13,0.0
12,15,4.0
12,16,0.0
12,18,2.5
12,133,4.5
12,134,4.0
12,135,0.5
12,136,1.0
12,137,4.0
12,125,4.0
12,75,0.0
12,91,5.0
12,114,3.0
12,138,3.0
12,139,4.0
12,115,5.0
12,28,3.5
12,87,3.5
12,140,4.0
12,141,2.5
12,63,5.0
12,124,5.0
12,143,5.0
12,144,2.5
12,122,3.5
12,77,3.5
12,108,4.0
12,69,4.0
12,146,0.0
12,113,5.0
12,102,5.0
12,89,5.0
12,147,5.0
12,103,3.5
12,111,4.0
12,149,2.5
12,150,4.5
12,99,2.0
12,120,4.0
12,60,4.0
12,131,3.5
12,121,3.5
12,142,4.5
12,110,4.5
12,79,4.5
12,101,4.5
12,48,0.0
12,96,4.5
12,94,1.0
12,92,4.5
12,36,4.5
12,57,4.5
12,64,4.5
12,40,4.5
12,62,4.5
12,117,4.5
12,35,4.5
12,39,2.5
12,123,2.5
12,24,2.0
12,76,5.0
12,105,5.0
12,104,3.0
12,30,2.5
12,33,2.5
12,82,2.5
12,68,3.0
12,90,0.5
12,118,2.5
12,95,5.0
12,37,3.5
12,58,2.0
12,86,2.5
12,93,2.5
12,47,4.0
12,85,3.5
12,66,5.0
12,74,5.0
12,44,0.0
12,55,5.0
12,59,2.5
12,112,5.0
12,38,4.0
12,128,5.0
12,84,1.0
12,71,0.0
12,109,3.5
12,78,0.5
12,130,1.5
12,107,1.5
12,88,1.5
12,25,4.0
12,23,0.5
12,70,3.5
12,45,3.0
13,7,5.0
13,8,3.0
13,13,0.0
13,15,3.5
13,16,3.5
13,18,4.5
13,143,1.5
13,144,5.0
13,146,0.0
13,147,5.0
13,130,3.5
13,108,4.5
13,60,3.0
13,23,2.0
13,59,3.0
13,149,4.0
13,113,4.0
13,91,4.0
13,30,4.0
13,150,4.0
13,131,5.0
13,107,5.0
13,88,3.5
13,38,5.0
13,133,3.5
13,112,5.0
13,117,5.0
13,105,5.0
13,103,5.0
13,134,4.5
13,135,5.0
13,74,2.5
13,94,4.0
13,35,5.0
13,47,1.5
13,136,0.0
13,137,5.0
13,104,4.0
13,69,3.5
13,89,5.0
13,75,5.0
13,138,5.0
13,139,4.5
13,125,3.5
13,87,5.0
13,99,3.0
13,63,4.5
13,140,3.5
13,141,0.0
13,86,1.5
13,62,4.0
13,142,0.0
13,57,4.0
13,25,4.5
13,48,0.5
13,76,4.0
13,64,0.0
13,79,1.0
13,120,4.0
13,36,4.5
13,114,5.0
13,24,0.0
13,33,3.5
13,92,4.0
13,55,3.0
13,37,1.5
13,82,3.5
13,58,3.5
13,85,4.0
13,109,3.0
13,44,0.0
13,68,3.5
13,101,1.5
13,123,3.5
13,110,3.5
13,66,4.5
13,84,2.5
13,71,3.0
13,121,3.0
13,115,4.0
13,40,3.0
13,118,4.0
13,102,3.5
13,90,5.0
13,124,5.0
13,78,4.5
13,70,4.0
13,93,4.5
13,28,4.0
13,77,4.0
13,111,4.5
13,128,4.5
13,96,4.5
13,39,3.5
13,122,4.0
13,45,3.0
13,95,4.5
14,7,0.0
14,8,5.0
14,13,0.0
14,15,0.0
14,16,0.5
14,18,0.0
14,137,3.0
14,138,2.5
14,139,5.0
14,140,0.0
14,141,0.0
14,125,5.0
14,75,5.0
14,91,2.5
14,114,4.0
14,142,5.0
14,143,5.0
14,115,5.0
14,28,2.5
14,87,5.0
14,144,0.0
14,63,2.5
14,124,5.0
14,146,0.0
14,147,3.5
14,122,3.5
14,77,5.0
14,108,5.0
14,69,5.0
14,149,5.0
14,113,5.0
14,102,5.0
14,89,5.0
14,150,5.0
14,131,1.0
14,103,2.5
14,111,4.5
14,133,4.5
14,99,0.0
14,120,5.0
14,60,0.0
14,134,5.0
14,135,5.0
14,121,5.0
14,136,5.0
14,110,5.0
14,64,4.5
14,79,0.0
14,48,4.5
14,96,5.0
14,94,0.0
14,92,5.0
14,36,5.0
14,24,0.0
14,30,0.5
14,40,2.5
14,62,5.0
14,117,4.5
14,35,5.0
14,39,4.5
14,33,0.0
14,57,0.5
14,76,5.0
14,105,5.0
14,104,2.5
14,58,0.0
14,82,4.5
14,68,4.5
14,90,0.0
14,118,3.0
14,95,4.5
14,74,0.0
14,85,0.0
14,86,0.0
14,93,0.0
14,47,5.0
14,66,5.0
14,101,0.0
14,123,0.0
14,55,0.0
14,37,4.0
14,71,0.0
14,112,5.0
14,38,1.0
14,128,5.0
14,84,0.0
14,78,1.0
14,44,0.0
14,59,0.0
14,130,0.0
14,107,5.0
14,88,4.5
14,25,4.5
14,109,0.0
14,23,2.5
14,70,2.5
14,45,0.0
15,7,2.0
15,8,3.0
15,13,1.0
15,15,1.5
15,16,1.5
15,18,3.0
15,143,5.0
15,144,2.0
15,146,2.0
15,147,3.0
15,36,2.5
15,94,4.0
15,105,3.5
15,35,3.0
15,149,3.0
15,109,2.5
15,130,3.0
15,76,3.0
15,99,4.5
15,150,4.0
15,131,3.5
15,48,3.0
15,89,3.0
15,30,2.0
15,133,2.0
15,68,3.0
15,110,3.0
15,134,3.0
15,135,3.0
15,118,3.0
15,117,2.0
15,66,2.5
15,136,3.0
15,137,3.0
15,108,3.0
15,38,4.0
15,24,4.5
15,96,3.0
15,23,3.5
15,138,3.5
15,139,3.5
15,114,3.5
15,93,3.5
15,113,2.0
15,107,3.5
15,74,2.5
15,78,4.0
15,57,2.5
15,101,2.5
15,140,3.0
15,141,2.5
15,44,1.5
15,111,3.5
15,142,3.0
15,64,3.0
15,104,2.5
15,59,3.0
15,70,2.5
15,60,4.5
15,79,3.5
15,33,4.5
15,28,3.0
15,122,4.5
15,102,4.0
15,37,3.0
15,86,4.5
15,58,2.5
15,69,3.0
15,112,4.0
15,63,3.0
15,87,2.5
15,85,4.0
15,123,2.5
15,84,3.0
15,25,0.5
15,71,2.0
15,90,3.5
15,39,3.0
15,40,4.0
15,88,3.0
15,91,3.0
15,124,3.0
15,55,3.0
15,121,2.0
15,120,2.5
15,45,2.0
15,75,2.0
15,82,3.0
15,125,3.0
15,62,2.5
15,128,1.5
15,47,3.5
15,77,3.0
15,115,3.0
15,103,3.5
15,95,4.5
15,92,5.0
16,7,3.0
16,8,3.0
16,13,2.5
16,15,1.5
16,16,2.0
16,18,1.0
16,143,2.5
16,144,2.0
16,146,2.0
16,147,3.0
16,44,1.0
16,78,2.5
16,117,3.0
16,96,2.0
16,149,4.5
16,91,4.0
16,62,3.5
16,92,2.5
16,85,2.0
16,150,3.0
16,131,2.5
16,109,3.0
16,45,3.0
16,24,3.0
16,108,3.0
16,66,3.5
16,133,3.0
16,77,3.0
16,121,2.0
16,82,2.5
16,134,3.5
16,135,2.0
16,74,2.0
16,114,3.5
16,79,3.0
16,136,2.0
16,137,1.5
16,101,1.5
16,93,3.5
16,30,2.0
16,138,3.5
16,139,3.5
16,111,3.5
16,38,4.0
16,25,4.0
16,68,3.5
16,90,2.5
16,140,3.5
16,141,5.0
16,58,1.0
16,105,3.0
16,47,2.0
16,110,3.5
16,102,3.5
16,142,1.5
16,64,1.5
16,33,2.0
16,99,2.5
16,48,3.0
16,36,2.0
16,107,2.0
16,57,2.0
16,60,2.5
16,104,3.5
16,88,2.5
16,69,3.0
16,123,4.0
16,37,3.5
16,71,1.0
16,124,1.0
16,130,1.5
16,39,2.5
16,115,1.0
16,84,3.0
16,55,2.5
16,63,2.5
16,118,2.5
16,59,1.5
16,86,3.0
16,94,2.5
16,112,2.0
16,103,3.0
16,28,2.5
16,76,2.5
16,40,2.5
16,122,2.5
16,75,1.5
16,89,2.5
16,87,2.5
16,70,2.0
16,23,2.5
16,95,2.0
16,120,2.5
16,113,2.0
16,128,3.0
16,125,2.5
16,35,3.0
17,7,3.0
17,8,2.5
17,13,2.0
17,15,0.5
17,16,0.5
17,18,1.5
17,143,3.0
17,144,2.5
17,146,3.0
17,147,3.5
17,130,2.5
17,114,3.5
17,149,3.5
17,75,2.0
17,115,3.5
17,77,1.5
17,47,3.0
17,150,3.0
17,131,2.5
17,93,3.0
17,120,4.0
17,94,4.0
17,133,3.5
17,96,4.0
17,87,3.5
17,69,2.5
17,66,3.0
17,134,4.0
17,135,2.5
17,99,2.5
17,91,2.0
17,35,4.0
17,88,3.5
17,136,4.0
17,137,3.0
17,118,3.5
17,112,3.0
17,62,3.5
17,138,1.0
17,139,2.5
17,36,2.5
17,38,0.5
17,140,4.0
17,141,4.0
17,23,2.5
17,142,1.5
17,64,2.0
17,45,2.0
17,76,3.5
17,121,3.5
17,128,0.0
17,89,4.0
17,79,1.5
17,24,2.0
17,113,2.0
17,84,4.0
17,68,3.5
17,78,3.5
17,30,3.0
17,33,0.5
17,110,3.0
17,95,2.0
17,117,3.5
17,103,1.0
17,57,1.0
17,58,1.5
17,107,3.0
17,55,3.0
17,59,2.0
17,60,1.0
17,63,3.0
17,71,3.5
17,44,1.5
17,70,2.0
17,123,4.5
17,28,3.0
17,74,2.0
17,85,1.5
17,90,3.5
17,86,4.0
17,105,3.5
17,111,2.5
17,101,1.5
17,124,2.0
17,92,2.5
17,25,3.5
17,82,3.0
17,37,1.5
17,122,3.0
17,48,2.0
17,39,3.0
17,104,3.5
17,40,3.0
17,109,2.5
17,125,3.0
17,102,2.5
17,108,2.5
18,7,3.0
18,8,3.5
18,13,4.0
18,15,2.0
18,16,3.0
18,18,3.0
18,133,3.0
18,134,3.0
18,136,3.5
18,137,3.5
18,69,3.5
18,105,3.5
18,150,4.0
18,138,4.5
18,88,3.5
18,89,4.0
18,36,2.0
18,112,3.5
18,117,3.5
18,149,4.0
18,131,3.5
18,58,0.5
18,130,3.0
18,78,4.0
18,146,3.5
18,135,3.5
